epoch,loss,algorithm,date,trial,train_acc,validation_acc,test_acc
33.0,8.322980880737305,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
34.0,5.983415603637695,graph-conv,2020-05,0.0,0.9388213157653809,0.9384341239929199,0.9362707138061523
35.0,3.549639940261841,graph-conv,2020-05,0.0,0.9386664628982544,0.9382792711257935,0.9360384345054626
36.0,1.027320384979248,graph-conv,2020-05,0.0,0.938330888748169,0.938046932220459,0.9355738162994385
37.0,22.545276641845703,graph-conv,2020-05,0.0,0.060843076556921005,0.061488423496484756,0.06326467543840408
38.0,0.27747464179992676,graph-conv,2020-05,0.0,0.9381243586540222,0.93758225440979,0.9352640509605408
39.0,1.74364173412323,graph-conv,2020-05,0.0,0.9384083151817322,0.9381243586540222,0.9357286691665649
40.0,2.842008352279663,graph-conv,2020-05,0.0,0.9384857416152954,0.9382017850875854,0.9360384345054626
41.0,3.5667307376861572,graph-conv,2020-05,0.0,0.9386664628982544,0.9382792711257935,0.9360384345054626
42.0,3.950252056121826,graph-conv,2020-05,0.0,0.9386664628982544,0.9382792711257935,0.9360384345054626
43.0,4.021877765655518,graph-conv,2020-05,0.0,0.9386664628982544,0.9382792711257935,0.9360384345054626
44.0,3.808051586151123,graph-conv,2020-05,0.0,0.9386664628982544,0.9382792711257935,0.9360384345054626
45.0,3.3326900005340576,graph-conv,2020-05,0.0,0.9386664628982544,0.9382792711257935,0.9360384345054626
46.0,2.6174066066741943,graph-conv,2020-05,0.0,0.9384857416152954,0.9382017850875854,0.9360384345054626
47.0,1.681788444519043,graph-conv,2020-05,0.0,0.9384083151817322,0.9381243586540222,0.9357286691665649
48.0,0.545734703540802,graph-conv,2020-05,0.0,0.9382792711257935,0.9378920197486877,0.935341477394104
49.0,11.104141235351562,graph-conv,2020-05,0.0,0.060843076556921005,0.061488423496484756,0.06326467543840408
50.0,1.8557641506195068,graph-conv,2020-05,0.0,0.9384599328041077,0.9382017850875854,0.9358060956001282
51.0,3.9812076091766357,graph-conv,2020-05,0.0,0.9386664628982544,0.9382792711257935,0.9360384345054626
52.0,5.6459760665893555,graph-conv,2020-05,0.0,0.9388213157653809,0.9384341239929199,0.9362707138061523
53.0,6.891690254211426,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
54.0,7.755865573883057,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
55.0,8.272360801696777,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
56.0,8.471782684326172,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
57.0,8.381834030151367,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
58.0,8.027624130249023,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
59.0,7.431869983673096,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
60.0,6.615162372589111,graph-conv,2020-05,0.0,0.9388213157653809,0.9384341239929199,0.9362707138061523
61.0,5.596140384674072,graph-conv,2020-05,0.0,0.9388213157653809,0.9384341239929199,0.9362707138061523
62.0,4.391650199890137,graph-conv,2020-05,0.0,0.9386664628982544,0.9383566975593567,0.9361158609390259
63.0,3.0169289112091064,graph-conv,2020-05,0.0,0.9386664628982544,0.9382792711257935,0.9360384345054626
64.0,1.4857465028762817,graph-conv,2020-05,0.0,0.9384083151817322,0.938046932220459,0.9357286691665649
65.0,2.7976059913635254,graph-conv,2020-05,0.0,0.060843076556921005,0.061488423496484756,0.06326467543840408
66.0,1.9812694787979126,graph-conv,2020-05,0.0,0.9384599328041077,0.9382017850875854,0.9358060956001282
67.0,3.6800248622894287,graph-conv,2020-05,0.0,0.9386664628982544,0.9382792711257935,0.9360384345054626
68.0,4.9506731033325195,graph-conv,2020-05,0.0,0.9387180805206299,0.9383566975593567,0.9361158609390259
69.0,5.832715034484863,graph-conv,2020-05,0.0,0.9388213157653809,0.9384341239929199,0.9362707138061523
70.0,6.361669540405273,graph-conv,2020-05,0.0,0.9388213157653809,0.9384341239929199,0.9362707138061523
71.0,6.569552421569824,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
72.0,6.485237121582031,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
73.0,6.134792327880859,graph-conv,2020-05,0.0,0.9388213157653809,0.9384341239929199,0.9362707138061523
74.0,5.541744709014893,graph-conv,2020-05,0.0,0.9388213157653809,0.9384341239929199,0.9362707138061523
75.0,4.727342128753662,graph-conv,2020-05,0.0,0.9387180805206299,0.9383566975593567,0.9361158609390259
76.0,3.7107744216918945,graph-conv,2020-05,0.0,0.9386664628982544,0.9382792711257935,0.9360384345054626
77.0,2.5093204975128174,graph-conv,2020-05,0.0,0.9384857416152954,0.9382017850875854,0.9360384345054626
78.0,1.1386789083480835,graph-conv,2020-05,0.0,0.9383566975593567,0.938046932220459,0.9356512427330017
79.0,5.558832168579102,graph-conv,2020-05,0.0,0.060843076556921005,0.061488423496484756,0.06326467543840408
80.0,2.0802857875823975,graph-conv,2020-05,0.0,0.9384599328041077,0.9382017850875854,0.9359609484672546
81.0,4.0458760261535645,graph-conv,2020-05,0.0,0.9386664628982544,0.9383566975593567,0.9361158609390259
82.0,5.5573320388793945,graph-conv,2020-05,0.0,0.9388213157653809,0.9384341239929199,0.9362707138061523
83.0,6.6575751304626465,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
84.0,7.3851399421691895,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
85.0,7.774650573730469,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
86.0,7.857311248779297,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
87.0,7.661227226257324,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
88.0,7.211753845214844,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
89.0,6.531769752502441,graph-conv,2020-05,0.0,0.9390020370483398,0.9385115504264832,0.9364255666732788
90.0,5.641887664794922,graph-conv,2020-05,0.0,0.9388213157653809,0.9384341239929199,0.9362707138061523
91.0,4.560697078704834,graph-conv,2020-05,0.0,0.9387180805206299,0.9383566975593567,0.9361158609390259
92.0,3.30493426322937,graph-conv,2020-05,0.0,0.9386664628982544,0.9382792711257935,0.9360384345054626
93.0,1.8896654844284058,graph-conv,2020-05,0.0,0.9384599328041077,0.9382017850875854,0.9358060956001282
94.0,0.3434230089187622,graph-conv,2020-05,0.0,0.9382017850875854,0.9377371668815613,0.9352640509605408
95.0,18.890907287597656,graph-conv,2020-05,0.0,0.060843076556921005,0.061488423496484756,0.06326467543840408
96.0,1.058331847190857,graph-conv,2020-05,0.0,0.9383566975593567,0.938046932220459,0.9356512427330017
97.0,2.9426302909851074,graph-conv,2020-05,0.0,0.9386664628982544,0.9382792711257935,0.9360384345054626
98.0,4.378534317016602,graph-conv,2020-05,0.0,0.9387180805206299,0.9383566975593567,0.9361158609390259
99.0,5.40907621383667,graph-conv,2020-05,0.0,0.9388213157653809,0.9384341239929199,0.9362707138061523
0.0,2722.02099609375,graph-SAGE,2020-05,0.0,2.5813778847805224e-05,0.0,7.743533933535218e-05
1.0,2336.52880859375,graph-SAGE,2020-05,0.0,2.5813778847805224e-05,0.0,7.743533933535218e-05
2.0,1954.370361328125,graph-SAGE,2020-05,0.0,0.00036139291478320956,0.00015488266944885254,0.00023230601800605655
3.0,1568.97705078125,graph-SAGE,2020-05,0.0,0.004001135937869549,0.003872066969051957,0.0031748490873724222
4.0,1179.9554443359375,graph-SAGE,2020-05,0.0,0.012442241422832012,0.013010145165026188,0.01169273629784584
5.0,791.1248779296875,graph-SAGE,2020-05,0.0,0.02707865461707115,0.029350267723202705,0.027954157441854477
6.0,405.0457458496094,graph-SAGE,2020-05,0.0,0.13704535365104675,0.1362193077802658,0.13961592316627502
7.0,146.64015197753906,graph-SAGE,2020-05,0.0,0.6175946593284607,0.6194532513618469,0.6223478317260742
8.0,88.13660430908203,graph-SAGE,2020-05,0.0,0.9198482036590576,0.9180670380592346,0.9200867414474487
9.0,87.19982147216797,graph-SAGE,2020-05,0.0,0.9355946183204651,0.934097409248352,0.9338701963424683
10.0,85.85435485839844,graph-SAGE,2020-05,0.0,0.9352074265480042,0.9336327910423279,0.9335604906082153
11.0,83.17097473144531,graph-SAGE,2020-05,0.0,0.9345104694366455,0.9326260089874268,0.9330958724021912
12.0,79.10958862304688,graph-SAGE,2020-05,0.0,0.9335036873817444,0.9319290518760681,0.9313148260116577
13.0,73.9588394165039,graph-SAGE,2020-05,0.0,0.931283712387085,0.9299930334091187,0.9291466474533081
14.0,68.00580596923828,graph-SAGE,2020-05,0.0,0.9267921447753906,0.9255788922309875,0.9243456721305847
15.0,62.4308967590332,graph-SAGE,2020-05,0.0,0.9170603156089783,0.9147371053695679,0.9148985743522644
16.0,57.783203125,graph-SAGE,2020-05,0.0,0.9034048318862915,0.9003329873085022,0.898792028427124
17.0,63.65522003173828,graph-SAGE,2020-05,0.0,0.7985751032829285,0.7975683212280273,0.7941768765449524
18.0,61.612281799316406,graph-SAGE,2020-05,0.0,0.7957355380058289,0.7950127720832825,0.792086124420166
19.0,51.728515625,graph-SAGE,2020-05,0.0,0.8064998984336853,0.8041508793830872,0.8010686039924622
20.0,47.37318420410156,graph-SAGE,2020-05,0.0,0.9022690057754517,0.9007201790809631,0.8979402184486389
21.0,45.9647331237793,graph-SAGE,2020-05,0.0,0.9109424352645874,0.9093936085700989,0.9082391262054443
22.0,44.510589599609375,graph-SAGE,2020-05,0.0,0.9148403406143188,0.9126461744308472,0.9121108651161194
23.0,42.713314056396484,graph-SAGE,2020-05,0.0,0.9189447164535522,0.9182219505310059,0.9161375164985657
24.0,40.48455810546875,graph-SAGE,2020-05,0.0,0.9188930988311768,0.9179896116256714,0.917066752910614
25.0,37.731204986572266,graph-SAGE,2020-05,0.0,0.9162601232528687,0.915201723575592,0.9148211479187012
26.0,34.91117858886719,graph-SAGE,2020-05,0.0,0.9097550511360168,0.9086966514587402,0.9082391262054443
27.0,33.705196380615234,graph-SAGE,2020-05,0.0,0.8840961456298828,0.8841477632522583,0.8822208642959595
28.0,35.270774841308594,graph-SAGE,2020-05,0.0,0.8412452340126038,0.844497799873352,0.8384698629379272
29.0,36.74107360839844,graph-SAGE,2020-05,0.0,0.8118433356285095,0.8165414929389954,0.8116772770881653
30.0,34.20342254638672,graph-SAGE,2020-05,0.0,0.8245953917503357,0.8281576633453369,0.82437664270401
31.0,29.986238479614258,graph-SAGE,2020-05,0.0,0.8604248762130737,0.8626190423965454,0.8589128255844116
32.0,27.625329971313477,graph-SAGE,2020-05,0.0,0.8941118717193604,0.8934407234191895,0.8916679620742798
33.0,26.422563552856445,graph-SAGE,2020-05,0.0,0.9044890403747559,0.9034306406974792,0.9028186202049255
34.0,25.338966369628906,graph-SAGE,2020-05,0.0,0.9107875823974609,0.9094710946083069,0.9081616997718811
35.0,24.04704475402832,graph-SAGE,2020-05,0.0,0.9177314639091492,0.9174475073814392,0.9166795611381531
36.0,22.23090934753418,graph-SAGE,2020-05,0.0,0.917086124420166,0.9164407849311829,0.9156728982925415
37.0,19.909021377563477,graph-SAGE,2020-05,0.0,0.913704514503479,0.9136528968811035,0.9122657775878906
38.0,17.498184204101562,graph-SAGE,2020-05,0.0,0.9027594923973083,0.9014171957969666,0.9001858234405518
39.0,20.112380981445312,graph-SAGE,2020-05,0.0,0.7367768883705139,0.7354604005813599,0.7426823377609253
40.0,17.064990997314453,graph-SAGE,2020-05,0.0,0.8530163168907166,0.8523193597793579,0.8547313213348389
41.0,16.39284896850586,graph-SAGE,2020-05,0.0,0.9092129468917847,0.9070703983306885,0.9077745079994202
42.0,16.98077964782715,graph-SAGE,2020-05,0.0,0.9159761667251587,0.9147371053695679,0.9154406189918518
43.0,16.985700607299805,graph-SAGE,2020-05,0.0,0.9180670380592346,0.9165956974029541,0.9168344140052795
44.0,16.2315616607666,graph-SAGE,2020-05,0.0,0.9171377420425415,0.9161310195922852,0.9166795611381531
45.0,14.890290260314941,graph-SAGE,2020-05,0.0,0.9132140874862671,0.9120266437530518,0.9114139676094055
46.0,13.962185859680176,graph-SAGE,2020-05,0.0,0.8782106041908264,0.8752419948577881,0.8794331550598145
47.0,15.073356628417969,graph-SAGE,2020-05,0.0,0.811869204044342,0.8086424469947815,0.8163233995437622
48.0,13.254197120666504,graph-SAGE,2020-05,0.0,0.865458607673645,0.8628513813018799,0.8683599233627319
49.0,12.782432556152344,graph-SAGE,2020-05,0.0,0.9029660224914551,0.9011848568916321,0.9028186202049255
50.0,12.98420238494873,graph-SAGE,2020-05,0.0,0.9162343144416809,0.9141950011253357,0.9159826636314392
51.0,12.625288009643555,graph-SAGE,2020-05,0.0,0.9165698885917664,0.9141175746917725,0.9161375164985657
52.0,11.795599937438965,graph-SAGE,2020-05,0.0,0.8990681171417236,0.8983969688415527,0.9006504416465759
53.0,11.474930763244629,graph-SAGE,2020-05,0.0,0.8667492866516113,0.8656392693519592,0.8693665862083435
54.0,11.55868911743164,graph-SAGE,2020-05,0.0,0.8441880345344543,0.8410129547119141,0.8429611325263977
55.0,10.693633079528809,graph-SAGE,2020-05,0.0,0.867265522480011,0.8659490346908569,0.8673532605171204
56.0,10.2356595993042,graph-SAGE,2020-05,0.0,0.9003587961196899,0.8994036912918091,0.8999535441398621
57.0,10.189812660217285,graph-SAGE,2020-05,0.0,0.9161310195922852,0.9146596193313599,0.9157503247261047
58.0,9.591758728027344,graph-SAGE,2020-05,0.0,0.9115103483200073,0.9105552434921265,0.9106396436691284
59.0,9.148334503173828,graph-SAGE,2020-05,0.0,0.8678076267242432,0.8675752878189087,0.8660368323326111
60.0,9.266504287719727,graph-SAGE,2020-05,0.0,0.8430263996124268,0.84310382604599,0.8427287936210632
61.0,8.606985092163086,graph-SAGE,2020-05,0.0,0.8928986191749573,0.8908076882362366,0.8883382081985474
62.0,8.624248504638672,graph-SAGE,2020-05,0.0,0.9122331738471985,0.9120266437530518,0.9098652601242065
63.0,8.301045417785645,graph-SAGE,2020-05,0.0,0.9098324775695801,0.9093161821365356,0.907309889793396
64.0,7.808623313903809,graph-SAGE,2020-05,0.0,0.8872454166412354,0.8859289288520813,0.8843890428543091
65.0,7.780662536621094,graph-SAGE,2020-05,0.0,0.8571465611457825,0.8576627969741821,0.8533374667167664
66.0,7.313470363616943,graph-SAGE,2020-05,0.0,0.8755517601966858,0.8746998906135559,0.8720768094062805
67.0,7.121299743652344,graph-SAGE,2020-05,0.0,0.8980355858802795,0.8990164995193481,0.8957720398902893
68.0,6.973297119140625,graph-SAGE,2020-05,0.0,0.9013139009475708,0.9023464918136597,0.8996437788009644
69.0,6.626477241516113,graph-SAGE,2020-05,0.0,0.889258861541748,0.889258861541748,0.8861700296401978
70.0,6.503907680511475,graph-SAGE,2020-05,0.0,0.8558300137519836,0.8552621603012085,0.8541117906570435
71.0,6.103885173797607,graph-SAGE,2020-05,0.0,0.8840445280075073,0.8841477632522583,0.8826854825019836
72.0,5.981066703796387,graph-SAGE,2020-05,0.0,0.9017785787582397,0.9026562571525574,0.9012699127197266
73.0,5.7465128898620605,graph-SAGE,2020-05,0.0,0.8922790884971619,0.8930535316467285,0.8915131092071533
74.0,5.703609943389893,graph-SAGE,2020-05,0.0,0.8578693270683289,0.8585920929908752,0.8573641180992126
75.0,5.441422939300537,graph-SAGE,2020-05,0.0,0.8888200521469116,0.8888716697692871,0.8885705471038818
76.0,5.361299991607666,graph-SAGE,2020-05,0.0,0.898371160030365,0.8986293077468872,0.8984048366546631
77.0,5.2822489738464355,graph-SAGE,2020-05,0.0,0.8724799156188965,0.874312698841095,0.8759486079216003
78.0,5.20607328414917,graph-SAGE,2020-05,0.0,0.8758873343467712,0.8782622218132019,0.8800526857376099
79.0,5.124752044677734,graph-SAGE,2020-05,0.0,0.8965641856193542,0.8970029950141907,0.8984048366546631
80.0,4.986790180206299,graph-SAGE,2020-05,0.0,0.8869614601135254,0.8874777555465698,0.8875638842582703
81.0,4.980607509613037,graph-SAGE,2020-05,0.0,0.8594955801963806,0.8588244318962097,0.858215868473053
82.0,4.934726715087891,graph-SAGE,2020-05,0.0,0.9037145972251892,0.9036629796028137,0.9025863409042358
83.0,4.7984514236450195,graph-SAGE,2020-05,0.0,0.8956090807914734,0.8956090807914734,0.8939909934997559
84.0,4.937129020690918,graph-SAGE,2020-05,0.0,0.8306615948677063,0.8328815698623657,0.8302617073059082
85.0,5.176553726196289,graph-SAGE,2020-05,0.0,0.9211646914482117,0.9192286729812622,0.9211708307266235
86.0,4.995937347412109,graph-SAGE,2020-05,0.0,0.9202095866203308,0.9183768033981323,0.9199318289756775
87.0,5.131711006164551,graph-SAGE,2020-05,0.0,0.7953225374221802,0.801440417766571,0.7989004254341125
88.0,5.404919624328613,graph-SAGE,2020-05,0.0,0.9247786402702332,0.9234879612922668,0.924035906791687
89.0,5.675289154052734,graph-SAGE,2020-05,0.0,0.925733745098114,0.9251142144203186,0.9253523349761963
90.0,4.53040075302124,graph-SAGE,2020-05,0.0,0.9098066687583923,0.9075350165367126,0.9076196551322937
91.0,8.626111030578613,graph-SAGE,2020-05,0.0,0.49319806694984436,0.49895453453063965,0.5029425621032715
92.0,11.69090461730957,graph-SAGE,2020-05,0.0,0.9342265129089355,0.9328583478927612,0.9327861070632935
93.0,19.569557189941406,graph-SAGE,2020-05,0.0,0.9380211234092712,0.9371950626373291,0.9361932873725891
94.0,24.996334075927734,graph-SAGE,2020-05,0.0,0.9383566975593567,0.9381243586540222,0.936502993106842
95.0,27.978296279907227,graph-SAGE,2020-05,0.0,0.9385115504264832,0.9382017850875854,0.936502993106842
96.0,28.716676712036133,graph-SAGE,2020-05,0.0,0.9385374188423157,0.9382017850875854,0.936502993106842
97.0,27.422788619995117,graph-SAGE,2020-05,0.0,0.9384857416152954,0.9382017850875854,0.936502993106842
98.0,24.309385299682617,graph-SAGE,2020-05,0.0,0.9384083151817322,0.9381243586540222,0.93658047914505
99.0,19.58620262145996,graph-SAGE,2020-05,0.0,0.93815016746521,0.9372724890708923,0.936502993106842
0.0,1160.89990234375,graph-conv,2020-05,1.0,0.060868892818689346,0.061488423496484756,0.06334210932254791
1.0,926.6824951171875,graph-conv,2020-05,1.0,0.060868892818689346,0.061488423496484756,0.06334210932254791
2.0,693.4642944335938,graph-conv,2020-05,1.0,0.060868892818689346,0.061488423496484756,0.06334210932254791
3.0,461.27020263671875,graph-conv,2020-05,1.0,0.060868892818689346,0.061488423496484756,0.06334210932254791
4.0,230.0877685546875,graph-conv,2020-05,1.0,0.060868892818689346,0.061488423496484756,0.06349697709083557
5.0,0.6343278288841248,graph-conv,2020-05,1.0,0.9376855492591858,0.9382017850875854,0.9352640509605408
6.0,15.235082626342773,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
7.0,28.242746353149414,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
8.0,39.42507553100586,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
9.0,49.06953430175781,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
10.0,57.395042419433594,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
11.0,64.57382202148438,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
12.0,70.74504089355469,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
13.0,75.9457778930664,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
14.0,80.24942779541016,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
15.0,83.86810302734375,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
16.0,86.86885833740234,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
17.0,89.31046295166016,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
18.0,91.2448959350586,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
19.0,92.718505859375,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
20.0,93.7728500366211,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
21.0,94.44534301757812,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
22.0,94.76990509033203,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
23.0,94.7773208618164,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
24.0,94.49566650390625,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
25.0,93.9505386352539,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
26.0,93.1654281616211,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
27.0,92.16179656982422,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
28.0,90.95941925048828,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
29.0,89.57640838623047,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
30.0,88.02943420410156,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
31.0,86.3338394165039,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
32.0,84.50372314453125,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
33.0,82.55203247070312,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
34.0,80.49075317382812,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
35.0,78.3308334350586,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
36.0,76.08238983154297,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
37.0,73.75470733642578,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
38.0,71.35624694824219,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
39.0,68.8948745727539,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
40.0,66.37774658203125,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
41.0,63.811397552490234,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
42.0,61.20183181762695,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
43.0,58.55451965332031,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
44.0,55.874446868896484,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
45.0,53.16614532470703,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
46.0,50.433712005615234,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
47.0,47.68089294433594,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
48.0,44.9110107421875,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
49.0,42.12709426879883,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
50.0,39.331844329833984,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
51.0,36.52764892578125,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
52.0,33.71665954589844,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
53.0,30.90073585510254,graph-conv,2020-05,1.0,0.9391569495201111,0.9385115504264832,0.9367353320121765
